,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed
278,Gorontalo,71,ID,1562802196,86,0.54,123.06,76.31,0.78
279,Slave Lake,90,CA,1562802275,87,55.28,-114.77,59.0,5.82
280,Westport,20,US,1562802435,61,41.14,-73.36,82.99,5.82
281,Taoudenni,1,ML,1562802436,23,22.68,-3.98,97.19,16.96
282,Boddam,90,GB,1562802436,100,57.47,-1.78,59.0,2.24
283,Asyut,0,EG,1562802436,37,27.18,31.19,82.4,11.41
284,Nyrob,35,RU,1562802437,97,60.74,56.73,52.73,7.09
285,Van Wert,75,US,1562802437,58,40.86,-84.58,93.2,12.75
286,Villa Bruzual,87,VE,1562802438,97,9.33,-69.12,66.77,1.05
287,Klyuchi,2,RU,1562802438,82,52.25,79.17,57.77,6.17
288,Tuktoyaktuk,90,CA,1562802438,93,69.44,-133.03,44.6,14.99
289,Port Macquarie,0,AU,1562802135,48,-31.43,152.91,64.99,6.93
290,Maniitsoq,94,GL,1562802439,92,65.42,-52.9,41.39,4.61
291,Lubango,52,AO,1562802439,75,-14.92,13.49,53.99,1.41
292,Colmenar Viejo,0,ES,1562802439,33,40.66,-3.77,82.0,1.12
293,Kavaratti,100,IN,1562802111,76,10.57,72.64,84.05,13.73
294,Namibe,79,AO,1562802440,80,-15.19,12.15,66.95,9.37
295,Jalu,0,LY,1562802440,30,29.03,21.55,84.41,8.57
296,Nouakchott,71,MR,1562802440,78,18.08,-15.98,75.2,11.41
297,Kota Belud,75,MY,1562802441,83,6.35,116.43,79.0,6.93
298,Guaruja,0,BR,1562802441,45,-23.99,-46.26,64.4,5.82
299,Los Llanos de Aridane,0,ES,1562802120,68,28.66,-17.92,71.6,12.75
300,Hamilton,20,CA,1562802131,51,43.26,-79.87,84.2,9.17
301,Wenatchee,1,US,1562802437,39,47.42,-120.31,87.8,8.05
302,Gold Coast,0,AU,1562802442,67,-28.0,153.41,66.99,10.29
303,Umm Lajj,0,SA,1562802442,73,25.02,37.27,84.77,11.05
304,Isangel,75,VU,1562802442,69,-19.55,169.27,78.8,11.41
305,Iquique,90,CL,1562802443,72,-20.22,-70.14,60.8,6.93
306,Antofagasta,90,CL,1562802443,71,-23.65,-70.4,57.2,9.17
307,Nizwa,52,OM,1562802443,21,22.93,57.53,79.55,4.18
308,Turukhansk,0,RU,1562802444,61,65.8,87.96,53.09,13.33
309,Cidreira,100,BR,1562802444,71,-30.17,-50.22,58.85,2.46
310,Noumea,0,NC,1562802220,53,-22.28,166.46,73.4,2.24
311,Moron,86,HT,1562802444,77,18.56,-74.26,82.79,2.28
312,Beringovskiy,0,RU,1562802150,45,63.05,179.32,68.39,6.89
313,Ancud,90,CL,1562802166,93,-41.87,-73.83,46.4,9.17
314,Veraval,0,FR,1562802445,72,49.65,0.71,66.99,3.36
315,Madarounfa,67,NE,1562802445,41,13.3,7.16,86.39,6.02
316,Awbari,0,LY,1562802446,10,26.59,12.77,86.57,8.03
317,Lazaro Cardenas,75,MX,1562802202,30,28.39,-105.62,88.0,9.17
318,Kaeo,3,NZ,1562802120,100,-35.1,173.78,63.0,5.03
319,Wajir,14,KE,1562802446,66,1.75,40.07,74.69,16.2
320,Yarmouth,75,CA,1562802446,67,43.84,-66.12,62.6,5.82
321,Haacht,0,BE,1562802446,82,50.98,4.64,64.99,4.7
322,Ankang,85,CN,1562802447,72,32.73,108.99,69.29,2.59
323,Cabo San Lucas,5,MX,1562802155,45,22.89,-109.91,93.0,6.93
324,Pando,0,UY,1562802447,81,-34.72,-55.96,55.0,3.36
325,Puri,32,ID,1562802448,80,-7.54,112.45,71.63,7.78
326,Nioro,68,GM,1562802448,71,13.79,-15.05,80.45,11.86
327,Batagay-Alyta,0,RU,1562802448,41,67.8,130.41,68.57,6.22
328,Utete,0,TZ,1562802448,88,-7.99,38.76,68.03,2.1
329,Jardim,0,BR,1562802449,57,-21.48,-56.15,63.53,1.7
330,Auki,66,NG,1562802126,71,12.18,6.51,76.67,11.03
331,Turinsk,57,RU,1562802449,96,58.04,63.7,62.45,8.72
332,Pingliang,97,CN,1562802449,53,35.54,106.68,62.63,0.78
333,Balgazyn,65,RU,1562802450,87,51.0,95.2,56.33,6.13
334,Bodden Town,20,KY,1562802450,70,19.28,-81.25,87.8,12.75
335,Port Lincoln,69,AU,1562802450,77,-34.72,135.86,59.03,28.3
336,Umm Kaddadah,100,SD,1562802135,48,13.6,26.69,85.67,16.69
337,Kudat,75,MY,1562802451,83,6.89,116.84,80.6,3.36
338,Fairbanks,90,US,1562802160,50,64.84,-147.72,79.0,6.8
339,Neustrelitz,21,DE,1562802451,78,53.36,13.06,55.0,1.99
340,Huangnihe,92,CN,1562802451,73,43.56,128.02,62.81,6.26
341,Homer,75,US,1562802410,77,59.64,-151.54,64.99,9.17
342,Winslow,100,GB,1562802307,63,51.94,-0.88,66.2,4.7
343,Pitsunda,82,GE,1562802452,77,43.16,40.34,69.8,4.47
344,Shimoda,75,JP,1562802453,83,34.7,138.93,72.0,13.87
345,Morgan City,75,US,1562802453,88,29.7,-91.21,79.0,6.93
346,Upington,0,ZA,1562802453,43,-28.46,21.24,50.0,2.24
347,Torbay,90,CA,1562801868,93,47.66,-52.73,48.99,5.82
348,Richards Bay,9,ZA,1562802454,78,-28.77,32.06,70.73,9.62
349,Marsh Harbour,30,BS,1562802454,76,26.54,-77.06,84.05,9.66
350,Yasothon,20,TH,1562802454,83,15.8,104.15,78.8,5.82
351,Aviles,0,ES,1562802253,93,43.55,-5.92,64.0,1.12
352,Reconquista,6,AR,1562802455,85,-29.14,-59.64,65.87,4.41
353,Zhigansk,40,RU,1562802168,40,66.77,123.37,77.93,3.04
354,Eberswalde,0,DE,1562802455,93,52.84,13.8,59.0,1.12
355,Itumba,6,TZ,1562802455,97,-9.4,33.18,53.63,6.22
356,Lasem,45,ID,1562802456,79,-6.99,112.52,71.63,4.68
357,Lagoa,0,PT,1562802453,64,37.14,-8.45,75.0,4.7
358,Kodiak,40,US,1562802456,11,39.95,-94.76,87.8,18.34
359,Nanakuli,75,US,1562802456,62,21.39,-158.15,89.6,10.29
360,Bozuyuk,20,TR,1562802457,88,39.91,30.04,66.2,3.36
361,Dongsheng,64,CN,1562802457,73,29.72,112.52,76.31,2.26
362,Nyurba,98,RU,1562802457,55,63.29,118.35,75.59,1.72
363,Jacmel,40,HT,1562802458,49,18.24,-72.54,89.6,19.46
364,Clyde River,20,CA,1562802458,66,70.47,-68.59,53.6,11.41
365,Merauke,83,ID,1562802459,78,-8.49,140.4,75.77,18.03
366,Poum,83,MK,1562802459,92,41.28,20.71,48.77,6.29
367,Dingle,0,PH,1562802134,75,11.0,122.67,81.17,2.15
368,Hovd,0,NO,1562802459,87,63.83,10.7,53.01,3.36
369,Bereda,0,ES,1562802460,88,43.27,-7.54,63.0,2.24
370,Matamoros,75,US,1562802460,44,25.87,-97.51,95.0,13.87
371,Zhuravky,94,UA,1562802460,61,45.13,35.22,62.45,6.62
372,Villamontes,0,BO,1562802461,62,-21.26,-63.47,68.21,4.18
373,Kaiserslautern,20,DE,1562802461,67,49.44,7.77,66.0,0.54
374,Saint-Georges,93,CA,1562802461,51,46.12,-70.67,68.0,4.61
375,Lubang,100,PH,1562802462,69,13.86,120.12,84.95,6.55
376,Havoysund,75,NO,1562802462,76,71.0,24.66,50.0,5.82
377,Lata,99,IN,1562802462,98,30.78,78.62,46.79,2.48
378,Konstantinovka,100,UA,1562802463,77,46.85,29.85,57.05,7.16
379,Abnub,0,EG,1562802463,37,27.27,31.15,82.4,11.41
380,Concarneau,0,FR,1562802463,82,47.88,-3.92,64.99,3.62
381,Canico,20,PT,1562802463,64,32.63,-16.85,69.8,11.41
382,Udarnyy,5,RU,1562802464,96,54.34,42.86,49.85,7.76
383,Baicheng,99,CN,1562802464,70,45.61,122.87,73.99,5.01
384,Saint-Francois,0,FR,1562802464,59,46.42,3.91,60.8,2.64
385,Kharitonovo,100,RU,1562802465,97,61.4,47.5,46.61,8.55
386,Fare,63,PF,1562802465,70,-16.7,-151.02,78.11,7.18
387,Hamada,75,JP,1562802465,78,34.9,132.08,80.6,13.87
388,San Buenaventura,40,MX,1562802466,33,27.06,-101.55,100.4,17.22
389,Roebourne,100,AU,1562802466,26,-20.77,117.15,70.73,7.99
390,Lira,94,UG,1562802466,94,2.25,32.9,64.97,2.35
391,Brezice,0,SI,1562802467,93,45.9,15.59,54.0,2.55
392,Kenora,40,CA,1562802467,68,49.76,-94.48,73.4,8.05
393,Antalaha,37,MG,1562802467,98,-14.9,50.28,62.63,2.66
394,Constantine,0,DZ,1562802468,64,36.36,6.61,69.8,5.82
395,Ligayan,99,PH,1562802468,73,4.65,119.47,82.43,7.72
396,Otjimbingwe,0,NA,1562802468,38,-22.35,16.13,51.65,4.41
397,Narathiwat,75,TH,1562802469,88,6.43,101.8,78.8,1.12
398,Pedernales,41,EC,1562802470,87,0.07,-80.05,75.23,13.56
399,Souillac,0,FR,1562802171,64,45.6,-0.6,68.0,2.24
400,Oktyabrskiy,75,RU,1562802470,87,55.61,37.97,57.2,2.24
401,Olinda,75,AU,1562802470,71,-37.84,145.39,54.0,18.34
402,Preobrazheniye,97,RU,1562802471,58,42.9,133.91,67.67,4.41
403,Fresno,1,US,1562802471,23,36.74,-119.78,99.0,5.82
404,Burnie,91,AU,1562802472,85,-41.05,145.91,51.01,7.0
405,Winnemucca,1,US,1562802472,11,40.97,-117.74,95.0,12.75
406,Berlevag,96,NO,1562802174,85,70.86,29.09,42.29,13.67
407,Prince Rupert,1,CA,1562802472,77,54.32,-130.32,64.4,3.36
408,Barra do Garcas,0,BR,1562802431,46,-15.89,-52.26,66.23,2.1
409,Cap Malheureux,40,MU,1562802473,88,-19.98,57.61,69.8,2.24
410,Coahuayana,76,MX,1562802473,97,18.62,-100.35,72.89,2.57
411,Faya,20,SA,1562802473,56,18.39,42.45,73.4,5.82
412,Itarema,8,BR,1562802474,86,-2.92,-39.92,74.51,5.77
413,Rockport,1,US,1562802474,66,28.02,-97.05,91.0,13.87
414,Kalmunai,100,LK,1562802474,84,7.42,81.82,76.67,2.3
415,Ibra,48,OM,1562802474,51,22.69,58.55,80.81,3.38
416,La Sarre,82,CA,1562802475,53,48.8,-79.2,72.17,8.81
417,Yarensk,100,RU,1562802475,96,62.17,49.09,45.89,8.23
418,Kamaishi,75,JP,1562802475,82,39.28,141.86,64.4,5.82
419,Kearney,1,US,1562802332,44,40.7,-99.08,82.4,11.41
420,Guiyang,90,CN,1562802476,93,26.58,106.71,66.2,8.16
421,Tateyama,75,JP,1562802476,57,36.66,137.31,80.01,6.93
422,Almonte,75,CA,1562802279,51,45.23,-76.19,84.2,5.82
423,Sabang,57,PH,1562802168,71,13.8,121.11,83.15,2.39
424,Keningau,75,MY,1562802476,83,5.33,116.16,77.0,6.93
425,Torata,75,EC,1562802477,78,-3.6,-79.89,89.6,6.93
426,Tolaga Bay,0,NZ,1562802477,52,-38.37,178.3,59.93,6.08
427,Necochea,66,AR,1562802478,92,-38.55,-58.74,48.0,1.01
428,Storslett,69,NO,1562802478,79,69.77,21.03,45.71,0.69
429,Marystown,76,CA,1562802478,89,47.17,-55.16,51.11,0.94
430,Manado,20,ID,1562802432,94,1.49,124.85,73.4,5.48
431,Pedreiras,0,BR,1562802478,81,-4.57,-44.6,73.79,2.33
432,Eidsvag,0,NO,1562802479,87,62.78,8.07,51.8,11.41
433,Forbes,54,AU,1562802479,64,-33.38,148.01,55.0,1.01
434,Montepuez,16,MZ,1562802479,78,-13.13,39.0,62.63,7.2
435,Buritizeiro,0,BR,1562802480,59,-17.37,-44.96,58.67,4.09
436,Kralendijk,40,BQ,1562802359,78,12.15,-68.27,82.4,20.8
437,Kirakira,100,SB,1562802480,76,-10.46,161.92,82.25,6.11
438,Mayo,75,CA,1562802480,22,63.59,-135.9,80.6,3.36
439,Drayton Valley,97,CA,1562802481,80,53.22,-114.98,62.99,6.26
440,North Battleford,90,CA,1562802468,47,52.78,-108.3,77.0,14.99
441,Itaberai,0,BR,1562802481,35,-16.02,-49.81,62.09,5.75
442,Tamasane,0,BW,1562802481,56,-22.42,27.4,50.03,3.24
443,Temiscaming,75,CA,1562802482,69,46.72,-79.1,77.0,6.93
444,Ketchikan,1,US,1562802482,53,55.34,-131.65,71.6,16.11
445,Sorland,0,NO,1562802482,85,67.67,12.69,50.21,20.4
446,Langres,0,FR,1562802483,48,47.87,5.33,64.4,3.36
447,San Ignacio,32,PE,1562802483,84,-5.15,-79.0,61.37,3.04
448,Upata,9,VE,1562802483,70,8.02,-62.41,84.0,8.01
449,Zaltan,0,LY,1562802483,69,32.95,11.87,80.63,14.32
450,Moerai,0,PF,1562802484,82,-22.43,-151.33,73.79,11.12
451,Ciudad Bolivar,23,VE,1562802484,77,8.12,-63.55,79.01,5.1
452,Kawalu,40,ID,1562802484,93,-7.38,108.21,65.51,3.29
453,Grindavik,90,IS,1562802485,93,63.84,-22.43,54.0,3.36
454,Panaba,59,MX,1562802485,79,21.28,-88.27,82.61,8.88
455,Gobabis,0,NA,1562802485,34,-22.45,18.97,51.8,2.24
456,North Bend,90,US,1562802486,88,43.41,-124.22,79.0,10.29
457,Celle,100,DE,1562802486,87,52.62,10.08,62.01,4.7
458,Yate,40,GB,1562802486,67,51.54,-2.41,64.4,6.87
459,Kensington,75,CA,1562802487,67,46.44,-63.64,59.0,6.93
460,Pisco,90,PE,1562802487,30,-13.71,-76.2,71.6,3.36
461,Yinchuan,10,CN,1562802487,36,38.48,106.21,71.81,4.09
462,Cockburn Town,83,TC,1562802205,84,21.46,-71.14,82.25,20.51
463,Kamenka,3,MD,1562802210,89,48.03,28.7,52.0,5.84
464,Muana,39,BR,1562802488,95,-1.53,-49.22,73.07,3.06
465,Ilinskiy,75,RU,1562802489,87,55.62,38.12,57.2,2.24
466,Luba,61,PH,1562802489,76,17.32,120.7,80.45,3.2
467,Alenquer,75,BR,1562802489,94,-1.95,-54.74,78.8,4.7
468,Bayir,0,TR,1562802490,73,37.27,28.22,73.4,2.24
469,Lasa,20,CY,1562802490,73,34.92,32.53,78.8,3.36
470,Fredericksburg,75,US,1562802490,58,38.3,-77.46,86.0,3.36
471,Timizart,0,DZ,1562802491,74,36.8,4.25,75.41,20.02
472,Vetapalem,95,IN,1562802491,60,15.78,80.32,84.95,10.09
473,Carupano,42,VE,1562802491,92,10.67,-63.26,73.43,1.92
474,Mbanza-Ngungu,100,CD,1562802492,91,-5.25,14.87,65.51,3.18
475,Borovoy,84,RU,1562802492,98,63.23,52.89,52.19,8.43
476,Chingirlau,0,KZ,1562802492,64,51.09,54.08,61.73,2.13
477,Formosa,0,BR,1562802492,52,-15.55,-47.33,57.05,5.1
478,La Paz Centro,40,NI,1562802493,88,12.34,-86.68,77.0,4.7
479,Samfya,16,ZM,1562802493,57,-11.37,29.56,52.91,3.38
480,Rawson,73,AR,1562802493,58,-43.3,-65.11,51.29,9.51
481,Bergen,0,NO,1562802494,93,60.39,5.33,54.0,9.17
482,Ambanja,36,MG,1562802494,81,-13.68,48.45,77.57,4.56
483,Karratha,100,AU,1562802494,25,-20.74,116.85,71.81,9.75
484,Alice Springs,0,AU,1562802198,33,-23.7,133.88,57.2,4.7
485,Pangoa,0,PE,1562802495,79,-12.12,-73.0,70.55,1.74
486,Negombo,40,LK,1562802495,88,7.21,79.83,78.8,3.36
487,Olonets,93,RU,1562802495,71,60.98,32.97,47.33,15.23
488,Trinidad,20,BO,1562802495,74,-14.83,-64.9,80.6,2.64
489,Amarillo,1,US,1562802496,48,35.21,-101.83,82.99,6.93
490,Povenets,97,RU,1562802496,77,62.85,34.83,43.55,7.83
491,Kaduqli,59,SD,1562802496,80,11.01,29.72,76.13,8.86
492,Avera,1,US,1562802497,78,33.19,-82.53,84.99,8.05
493,Ler,0,NO,1562802497,87,63.2,10.3,53.01,3.36
494,Bathsheba,40,BB,1562802432,74,13.22,-59.52,82.4,18.34
495,Hinton,77,CA,1562802498,80,53.4,-117.57,55.79,7.36
496,Aracruz,0,BR,1562802498,88,-19.82,-40.27,66.0,4.7
497,Mezen,100,RU,1562802499,92,65.85,44.24,41.93,19.62
498,Luwuk,93,ID,1562802499,95,-0.95,122.79,64.07,3.51
499,Nalut,0,LY,1562802499,76,31.86,10.98,76.31,11.74
500,Manavalakurichi,75,IN,1562802499,88,8.13,77.3,78.8,11.41
501,Ucluelet,90,CA,1562802500,93,48.94,-125.55,63.0,4.7
502,Borba,18,BR,1562802500,94,-4.39,-59.59,72.89,0.92
503,Praia da Vitoria,20,PT,1562802207,94,38.73,-27.07,69.8,7.99
504,Tiksi,68,RU,1562802407,70,71.64,128.87,55.07,9.42
505,Kaohsiung,75,TW,1562802467,100,22.62,120.31,78.8,6.93
506,Constitucion,75,MX,1562802501,38,23.99,-104.67,75.2,6.93
507,Rimini,0,IT,1562802501,82,44.06,12.57,64.99,3.36
508,Mount Gambier,75,AU,1562802501,87,-37.83,140.78,51.8,16.11
509,Vanimo,100,PG,1562802213,77,-2.67,141.3,80.09,5.95
510,Lichinga,20,MZ,1562802502,87,-13.3,35.25,56.87,3.85
511,Sisimiut,92,GL,1562802502,91,66.94,-53.67,41.21,7.23
512,Christchurch,93,NZ,1562802221,50,-43.53,172.64,60.01,5.82
513,Kathmandu,75,NP,1562802375,100,27.71,85.32,69.8,5.82
514,Innisfail,14,AU,1562802245,87,-17.52,146.03,64.0,3.0
515,Itajuba,0,BR,1562802502,87,-22.43,-45.45,53.6,2.26
516,Erenhot,4,CN,1562802202,47,43.65,111.97,72.89,4.81
517,Beyneu,10,KZ,1562802503,60,45.32,55.19,74.69,7.47
518,Saint-Pierre,0,FR,1562802503,59,48.95,4.24,64.4,2.24
519,Siguiri,75,GN,1562802504,88,11.42,-9.17,74.15,3.29
520,Verkhnevilyuysk,100,RU,1562802504,55,63.45,120.31,75.41,1.95
521,Taurage,23,LT,1562802504,96,55.25,22.29,47.33,5.44
522,Bilma,33,NE,1562802205,9,18.69,12.92,93.23,8.43
523,Ordynskoye,0,RU,1562802505,81,54.37,81.9,54.35,4.54
524,Pilikwe,0,BW,1562802505,70,-22.8,27.19,48.95,2.37
525,Yumen,100,CN,1562802505,24,40.29,97.04,76.67,9.37
526,Aklavik,75,CA,1562802483,71,68.22,-135.01,60.8,13.87
527,Manuk Mangkaw,87,PH,1562802506,66,4.8,119.85,82.25,6.6
528,Ayr,22,AU,1562802188,81,-19.58,147.4,72.0,3.69
529,Boyolangu,0,ID,1562802506,88,-8.09,111.9,67.85,4.76
530,Abha,20,SA,1562802506,56,18.22,42.5,73.4,5.82
531,Vanavara,94,RU,1562802507,53,60.35,102.28,69.29,4.47
532,Tautira,20,PF,1562802212,65,-17.73,-149.15,82.4,23.04
533,Ballina,81,IE,1562802187,94,54.11,-9.15,61.0,5.99
534,Mogadishu,59,SO,1562802191,86,2.04,45.34,76.31,13.31
535,Port Augusta,40,AU,1562802507,87,-32.49,137.76,53.6,8.05
536,Yaring,70,TH,1562802508,81,6.87,101.37,81.35,6.73
537,Daru,44,PG,1562802508,67,-9.07,143.21,78.83,9.95
538,Vagur,100,FO,1562802508,98,61.47,-6.81,51.29,16.37
539,Bainbridge,40,US,1562802508,83,30.9,-84.58,86.0,5.82
540,Prescott,20,US,1562802308,14,34.54,-112.47,100.99,14.18
541,Sioux Lookout,75,CA,1562802387,82,50.1,-91.92,66.2,5.82
542,Kruisfontein,0,ZA,1562802509,79,-34.0,24.73,51.47,4.14
543,Dekar,0,BW,1562802509,36,-21.53,21.93,54.35,7.2
544,Srednekolymsk,57,RU,1562802509,24,67.46,153.71,83.51,7.07
545,Rome,0,IT,1562802441,64,41.89,12.48,73.99,8.05
546,Port Hardy,90,CA,1562802388,88,50.7,-127.42,66.2,6.93
547,Matagami,100,NG,1562802510,96,9.67,8.4,68.21,3.6
548,Pundaguitan,73,PH,1562802510,77,6.37,126.17,81.35,10.07
549,Cloquet,40,US,1562802511,61,46.72,-92.46,78.8,10.29
550,Springbok,0,ZA,1562802511,20,-29.67,17.88,61.73,4.27
551,Kurilsk,26,RU,1562802512,90,45.23,147.88,47.69,3.87
552,Murray Bridge,57,AU,1562802512,85,-35.12,139.28,57.0,13.0
553,Coatesville,1,US,1562802512,65,39.98,-75.82,84.2,6.91
554,Idrinskoye,93,RU,1562802512,86,54.37,92.14,58.85,2.26
555,Mamallapuram,75,IN,1562802513,66,12.63,80.17,86.0,8.05
556,Kloulklubed,75,PW,1562802513,88,7.04,134.26,80.6,3.36
557,Waipawa,21,NZ,1562802513,69,-39.94,176.59,57.0,8.99
558,Neiafu,75,TO,1562802514,88,-18.65,-173.98,78.8,3.36
